heart_rate_avg,heart_rate_max,steps,calories_burned,sleep_duration,sleep_quality,stress_level,activity_minutes,oxygen_saturation,health_score
79.96714153011233,140.99033154879004,6312.054312564046,1436.8769768490436,5.704759592552599,68.64360476965945,17.71837283533825,83.5555524693113,96.95046210442067,60.95967579468305
73.61735698828815,133.86950524369152,7638.703323211205,1855.8459956881993,6.953194766591374,68.19878837424218,27.3813833252442,6.669571128893963,96.24452460943661,50.04963406868899
81.47688538100692,120.89445554880261,6018.950197500097,2034.5577866313424,7.02702530806667,48.06535241054978,21.158796328515102,81.44236949666835,96.7414375638195,55.074971511171505
90.23029856408026,110.2959483344164,7230.096175902399,2955.0750629360764,7.708945518765108,70.04864712447844,29.040083625177246,52.98827826444824,98.07209759127655,56.48748457834904
72.65846625276664,130.47334970420386,3265.9633326155363,2422.6212498135033,4.94971245507876,85.99243622732618,35.716993785776225,81.22373132593142,98.91678498254578,57.69099646110829
72.6586304305082,125.90228078132624,8533.234268432347,1665.8073723600435,7.888850910770996,55.88651821384808,56.74308972662769,83.30795077064487,97.85573099629536,49.79978096402511
90.79212815507391,133.427898300416,8003.013688405561,2394.4145157670546,3.0,90.72723976575888,33.57681922588595,108.23745183357472,97.15258481270766,65.25438422356308
82.67434729152909,129.52757702522953,5957.278422329524,1581.0784044246539,6.0551731714542845,82.31662231626507,8.287485864608147,100.60360942863609,99.24701765545665,70.35955360706075
70.30525614065049,135.74329072979003,9648.114171081013,2633.0764215548293,6.267589236322683,63.98650017043443,62.80135692990321,100.39714987830888,96.53074529042271,51.290991291987304
80.42560043585965,111.97147182659148,10343.925344066396,2011.5501392728486,7.9499902391068575,72.87705543993229,23.258197327699207,103.31010957498715,98.54637900755036,67.9671573051809
70.36582307187538,139.76091098451488,3981.1003390775645,2162.5455245043318,7.033946279015304,98.9748271146155,38.82559145790743,68.74136954447837,96.56790580247308,56.334224076488
70.34270246429743,122.963994070386,6093.188053584465,2730.318659016876,4.89165541921557,86.00321720258799,48.930730138814226,60.96555261110519,97.64653443701634,53.03509717959693
77.41962271566034,151.12891308937898,6077.144125531755,1685.1345725663,5.522510311274477,75.13175482347222,43.99220836805566,86.18451249535003,96.82965615281432,54.3115456765516
55.86719755342202,109.66218272865649,5650.242247227839,1641.1527259548034,7.298020014321111,71.43475024558524,61.88359095042951,81.96242854299066,96.91622172602078,47.39527324201355
57.75082167486967,146.03945704747875,10073.68710482937,1966.5602694615982,6.881398987203165,76.14913605677489,49.580062867855176,50.728012897852196,96.43392022380668,52.49986155717361
69.37712470759027,122.96866175193972,7515.434653067991,2615.3515404077266,6.13131383554638,67.32354663086545,22.77380840605784,72.14470226424804,99.01728104677105,61.18136053355567
64.87168879665576,110.22872994578327,7338.712896723473,1592.2615698092632,6.278749315732031,43.42875741421478,83.57124347983324,58.94710599646217,95.9006109428372,33.40338072250501
78.14247332595274,112.74171248918518,2990.3440889831163,1067.1377607557724,8.044251995738934,100.0,43.88666926676466,34.38201274619832,95.88965162117694,49.53421856859713
65.91975924478788,115.1947903770852,9588.545075523067,2019.5364566364005,6.223461140696178,77.32987498799102,37.05319546756988,98.7138222412905,100.0,64.9067639041048
60.87696298664709,126.36248919602875,4901.854012866319,2420.6963199643683,6.86786313395639,80.97220897683806,59.278508461111414,61.65597727590268,98.4667713469815,48.63017875864898
89.65648768921554,127.8425323205325,8149.83157566582,2680.1046998955317,10.254904882120815,74.13138375184637,44.989018918601445,121.46124773096551,93.42232945196045,56.39742629474461
72.74223699513465,111.39449994092132,8693.442344895479,2014.7354551658404,4.864476044674115,63.97324798913118,47.984563858786544,11.235231894005018,96.15211189118439,44.493193775604034
75.67528204687923,119.63468111608526,11401.646489596627,2035.429357153599,4.222235902638012,72.21113278576844,89.84367997201375,43.29663681469901,94.28201599365691,37.98352247265855
60.75251813786544,152.13405537917794,4727.94900220222,2661.560293702299,8.17538449719791,51.00907856708533,34.497571434899065,60.97916510072614,95.57396395987712,46.929920033996254
69.55617275474818,145.91314755151066,451.21961044793625,1452.1033201218318,5.982035408058845,100.0,33.644782119652085,94.12143292886742,92.29222800064895,53.10794996729763
76.10922589709867,126.54485504511048,8459.623861884236,2044.5916899267963,6.522643708386069,56.48232002366406,42.33157024024928,71.98408117806555,96.79451563345908,51.849363670008636
63.490064225776976,120.570052172523,12501.277953777135,2276.169555970023,5.828265432803329,59.52050574229231,61.43031871162077,69.31418262542255,95.28708727125803,48.96494660727657
78.75698018345672,121.80046990077392,11097.365882348593,2379.6874885140137,6.610299788848732,68.39611193420399,9.869319396192019,26.182086223375585,97.08985788519466,61.814771027012625
68.99361310081196,129.20276959095625,8524.148538186564,1996.077322723647,9.397807168144512,94.32113587278566,0.6888821704698955,25.29175808311586,94.5623181116762,64.55422451584735
72.08306250206724,104.65811152202392,6770.909535919882,2213.7764046823368,8.20319268792718,75.2176349889398,28.25769458759705,69.67513980869714,97.12436777975806,58.20317813815314
68.98293387770603,116.13935193864982,10017.806491593275,1204.669058634804,8.293335267830466,56.45796305954306,7.321540818814256,19.07682018544925,96.3776255828195,57.610209127949254
93.52278184508938,94.97123889183615,5566.134500738828,1936.7006350664606,4.875659416311032,93.81507541136008,31.50337304948723,44.04366749132014,99.25292944778289,59.024807948316464
74.86502775262066,125.98834683907918,9190.894423390548,2381.4034850217868,5.273269395170696,85.96500940178223,50.049993922585806,75.02751987257572,99.11703529261844,58.822324516542544
64.422890710441,129.70793909554112,9263.675397916568,1807.0823862981283,3.0,83.07652435824679,22.185022728954728,30.530271831696723,98.17801840451543,60.79374428113901
83.22544912103189,112.75220306550939,10650.5247687472,2223.593688635839,5.785928768375869,85.7360136175626,11.46346846437315,108.1606788708542,96.51007932900818,72.88661948982865
62.791563500289776,143.6098014493505,14899.150097277694,2378.749000321079,8.435054779578488,100.0,41.38674323430696,96.71809032713671,99.97807059289045,73.20765220066903
77.08863595004756,101.61351505496488,8981.039917946917,2062.980319656894,7.7754197736225565,100.0,57.250869692303404,12.857400049850988,94.67044708324028,47.90482609903517
55.403298761202244,98.0343767968527,6727.590935731253,2268.1855083986284,6.667730105571814,64.69926985495057,6.1005312296677445,32.02886270454039,94.8946620556545,56.29071011620226
61.71813951101569,123.36677727839958,7936.0642195200135,1814.9069738861551,6.96654957442292,99.35827489216729,56.40464796611968,0.0,96.8743253501664,47.760650158283966
76.96861235869123,135.70647453918232,3577.3102377772047,2117.3554881215814,5.966671686136891,80.7475228463835,56.34612407476652,36.522259123556005,100.0,46.88100637613017
